sample_idx,mse,magnitude_mse,psnr,magnitude_psnr,max_val,max_magnitude,n_points,n_atoms
63,0.004305489361286163,0.005278472322970629,23.649534225463867,22.77491569519043,0.9988217353820801,0.9999998807907104,500,48
64,0.007562525570392609,0.010448775254189968,21.206947326660156,19.809345245361328,0.9992653727531433,0.9999999403953552,500,39
65,0.00395840872079134,0.0068940832279622555,24.011878967285156,21.615049362182617,0.9985142350196838,0.9999785423278809,500,38
66,0.0025613971520215273,0.0017926186555996537,25.90268898010254,27.464935302734375,0.9985570311546326,0.9999785423278809,500,67
67,0.005339069291949272,0.010599445551633835,22.703693389892578,19.747163772583008,0.997510552406311,0.9999992847442627,500,34
68,0.004372720140963793,0.0059245796874165535,23.584789276123047,22.273422241210938,0.999114453792572,0.9999998211860657,500,45
69,0.0024837972596287727,0.0033308269921690226,26.036212921142578,24.774477005004883,0.9985472559928894,0.9999998211860657,500,47
70,0.0033362216781824827,0.003785401117056608,24.76062774658203,24.2188777923584,0.9992145299911499,0.9999995827674866,500,54
71,0.004712040536105633,0.00693263066932559,23.241180419921875,21.59096908569336,0.9969273805618286,0.9999943375587463,500,54
72,0.005028474144637585,0.005496433470398188,22.972755432128906,22.59918975830078,0.9985180497169495,1.0,500,43
73,0.005579611286520958,0.006825328804552555,22.52747917175293,21.658763885498047,0.999254047870636,1.0,500,46
74,0.0046363333240151405,0.006054763216525316,23.312772750854492,22.179027557373047,0.9970706701278687,0.9999997615814209,500,47
75,0.007678350433707237,0.012563414871692657,21.126724243164062,19.00891876220703,0.9976315498352051,0.9999995231628418,500,29
76,0.0023328063543885946,0.002115422859787941,26.30567169189453,26.74597930908203,0.9982123970985413,0.9999944567680359,500,53
77,0.008032959885895252,0.014711462892591953,20.931682586669922,18.323429107666016,0.9977503418922424,0.9999983906745911,500,34
78,0.004044459667056799,0.003581876866519451,23.918535232543945,24.458887100219727,0.9985204339027405,0.9999993443489075,500,50
79,0.004636019933968782,0.00614396296441555,23.325979232788086,22.11551284790039,0.9985541105270386,0.9999998211860657,500,48
80,0.003493835451081395,0.003996145445853472,24.55845069885254,23.983579635620117,0.999019205570221,0.9999989867210388,500,51
81,0.007571483962237835,0.013232197612524033,21.19955062866211,18.783679962158203,0.9990057349205017,0.9999999403953552,500,35
82,0.005161608569324017,0.0069887833669781685,22.850419998168945,21.55597496032715,0.9975013136863708,0.999998927116394,500,35
